,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Make,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Age,KM_Per_Year
3378,3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582.0,126.2,5.0,12.0,Hyundai,1,0,0,1,10,4224.4
3379,3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,25.44,936.0,57.6,5.0,1.55,Chevrolet,1,0,0,1,13,7584.46
3380,3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,11.5,2982.0,171.0,7.0,10.75,Toyota,1,0,0,1,15,4140.0
3381,3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,18.6,1197.0,81.83,5.0,6.72,Hyundai,0,1,0,1,10,4423.8
3382,3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,12.07,2967.0,241.4,7.0,28.55,Audi,1,0,1,0,14,6553.07
3383,3489,Porsche Panamera Diesel,Bangalore,2013,19828,Second,17.85,2967.0,300.0,4.0,75.0,Porsche,1,0,1,0,13,1525.23
3384,3490,Honda City i VTEC VX,Hyderabad,2016,36891,First,17.8,1497.0,117.3,5.0,10.49,Honda,0,1,0,1,10,3689.1
3385,3491,Mahindra Quanto C4,Hyderabad,2012,90049,First,17.21,1493.0,100.0,7.0,3.8,Mahindra,1,0,0,1,14,6432.07
3386,3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,16.55,1968.0,140.0,5.0,18.5,Audi,1,0,1,0,14,5285.86
3387,3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,12.37,2359.0,198.25,5.0,6.0,Hyundai,0,1,1,0,13,3153.85
3388,3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,22.32,1582.0,126.32,5.0,5.5,Hyundai,1,0,0,1,14,5977.0
3389,3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,First,18.9,998.0,67.1,5.0,2.3,Maruti,0,1,0,1,16,5687.5
3390,3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,24.52,1248.0,88.5,7.0,8.7,Maruti,1,0,0,1,10,5000.0
3391,3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,24.4,1120.0,71.01,5.0,4.95,Hyundai,1,0,0,1,11,5272.73
3392,3498,Maruti Swift VDI,Jaipur,2012,80000,First,22.9,1248.0,74.0,5.0,4.25,Maruti,1,0,0,1,14,5714.29
3393,3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,16.0,2179.0,140.0,7.0,10.94,Mahindra,1,0,0,1,9,4587.78
3394,3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,22.48,1995.0,190.0,5.0,21.26,BMW,1,0,1,0,13,5000.0
3395,3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,14.28,1798.0,138.03,5.0,11.5,Toyota,0,1,0,1,10,1647.1
3396,3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,22.54,1396.0,88.73,5.0,6.0,Hyundai,1,0,0,1,11,4939.91
3397,3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,18.15,1198.0,82.0,6.0,4.1,Mahindra,0,1,0,1,10,2402.5
3398,3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,24.7,796.0,47.3,5.0,2.01,Maruti,0,1,0,1,13,1848.23
3399,3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,15.7,1172.0,67.0,5.0,2.6,Fiat,0,1,0,1,16,3704.38
3400,3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,18.9,998.0,67.1,5.0,2.35,Maruti,0,1,0,1,14,2857.14
3401,3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,9.5,2835.0,118.6,6.0,9.15,Mitsubishi,1,0,0,1,14,11111.86
3402,3508,Honda Brio EX MT,Chennai,2013,42320,First,19.4,1198.0,86.8,5.0,2.9,Honda,0,1,0,1,13,3255.38
3403,3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Second,22.54,1396.0,88.73,5.0,9.18,Hyundai,1,0,0,1,9,2683.67
3404,3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,First,13.0,1591.0,121.3,5.0,11.45,Hyundai,0,1,1,0,10,2700.0
3405,3512,Honda Amaze S i-VTEC,Kochi,2017,61795,First,17.8,1198.0,86.7,5.0,5.53,Honda,0,1,0,1,9,6866.11
3406,3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,First,18.15,1198.0,82.0,6.0,3.75,Mahindra,0,1,0,1,10,1350.0
3407,3514,Honda City i-VTEC CVT VX,Pune,2018,4500,First,18.0,1497.0,117.3,5.0,12.5,Honda,0,1,1,0,8,562.5
3408,3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,First,16.0,2179.0,140.0,7.0,15.5,Mahindra,1,0,1,0,9,2555.56
3409,3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Second,14.84,2143.0,170.0,5.0,14.5,Mercedes-Benz,1,0,1,0,13,6198.31
3410,3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,19.6,1461.0,108.45,5.0,12.46,Renault,1,0,1,0,9,4738.44
3411,3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Second,16.47,1198.0,74.0,5.0,5.25,Volkswagen,0,1,0,1,12,2500.0
3412,3520,BMW 5 Series 520d Sedan,Delhi,2012,90000,First,18.48,1995.0,190.0,5.0,14.5,BMW,1,0,1,0,14,6428.57
3413,3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Second,13.5,2987.0,282.0,5.0,25.0,Mercedes-Benz,1,0,1,0,17,5764.71
3414,3522,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,First,18.9,1197.0,82.0,5.0,2.66,Hyundai,0,1,0,1,14,4742.86
3415,3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,12.9,2993.0,271.23,4.0,45.0,Jaguar,1,0,1,0,14,3571.43
3416,3524,Maruti Swift VDI,Jaipur,2015,63310,First,28.4,1248.0,74.0,5.0,5.1,Maruti,1,0,0,1,11,5755.45
3417,3525,Honda Amaze S i-Dtech,Delhi,2014,66000,First,25.8,1498.0,98.6,5.0,3.5,Honda,1,0,0,1,12,5500.0
3418,3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Second,16.07,1995.0,181.0,5.0,12.5,BMW,1,0,1,0,15,4933.33
3419,3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,First,23.5,1396.0,88.7,5.0,5.55,Hyundai,1,0,0,1,14,6642.86
3420,3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,First,11.5,2982.0,169.0,7.0,19.48,Toyota,1,0,1,0,11,6363.64
3421,3529,Maruti Swift VXI,Ahmedabad,2012,48772,First,18.6,1197.0,85.8,5.0,3.91,Maruti,0,1,0,1,14,3483.71
3422,3530,Chevrolet Beat LS,Chennai,2010,66000,First,18.6,1199.0,79.4,5.0,2.19,Chevrolet,0,1,0,1,16,4125.0
3423,3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,First,18.9,1197.0,82.0,5.0,6.89,Hyundai,0,1,1,0,9,3046.33
3424,3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Second,15.6,1196.0,70.0,5.0,3.47,Ford,0,1,0,1,15,3439.53
3425,3534,Maruti Swift VXI BSIII,Pune,2010,75000,First,16.1,1298.0,88.2,5.0,2.85,Maruti,0,1,0,1,16,4687.5
3426,3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,First,17.11,1968.0,174.33,5.0,25.64,Audi,1,0,1,0,10,3923.7
3427,3536,Honda City V MT,Kochi,2018,11966,First,16.8,1497.0,116.3,5.0,10.28,Honda,0,1,0,1,8,1495.75
3428,3537,Honda Jazz V,Hyderabad,2015,37000,First,18.2,1199.0,88.7,5.0,6.3,Honda,0,1,0,1,11,3363.64
3429,3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,First,20.14,1498.0,88.8,5.0,4.75,Volkswagen,1,0,0,1,12,5910.0
3430,3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,First,19.87,1461.0,83.14,5.0,5.8,Nissan,1,0,0,1,13,5021.54
3431,3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,First,12.51,2179.0,187.7,7.0,44.5,Land,1,0,1,0,10,6200.0
3432,3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,First,18.5,1197.0,82.9,5.0,4.65,Hyundai,0,1,0,1,12,3710.42
3433,3542,Honda City 1.5 E MT,Jaipur,2009,86863,First,17.0,1497.0,118.0,5.0,3.6,Honda,0,1,0,1,17,5109.59
3434,3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,First,16.0,2179.0,140.0,7.0,12.25,Mahindra,1,0,0,1,11,9329.64
3435,3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,First,16.3,1956.0,170.0,5.0,20.0,Jeep,1,0,0,1,9,5000.0
3436,3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,1,0,0,1,9,2444.44
3437,3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Second,11.79,2179.0,120.0,8.0,6.21,Mahindra,1,0,1,0,15,7260.33
3438,3547,Datsun GO Plus T,Kolkata,2016,12800,First,19.44,1198.0,67.0,7.0,3.25,Datsun,0,1,0,1,10,1280.0
3439,3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,First,15.4,2179.0,120.0,7.0,9.75,Mahindra,1,0,0,1,10,3200.0
3440,3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,First,15.5,1198.0,86.7,5.0,4.45,Honda,0,1,1,0,12,3250.0
3441,3550,Honda City i-DTEC ZX,Pune,2017,42000,First,25.6,1498.0,98.6,5.0,12.0,Honda,1,0,0,1,9,4666.67
3442,3551,Tata Indigo GLE,Chennai,2008,73000,First,14.4,1396.0,65.0,5.0,0.8,Tata,0,1,0,1,18,4055.56
3443,3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,First,24.0,1186.0,73.97,5.0,5.95,Hyundai,1,0,0,1,8,6000.0
3444,3554,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,First,17.43,1396.0,105.5,5.0,5.25,Hyundai,0,1,0,1,12,1583.33
3445,3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,First,13.68,2393.0,147.8,7.0,22.2,Toyota,1,0,0,1,7,4799.71
3446,3556,BMW X1 sDrive20d,Jaipur,2012,63000,First,17.05,1995.0,184.0,5.0,13.5,BMW,1,0,1,0,14,4500.0
3447,3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,First,16.96,1968.0,138.03,5.0,13.5,Volkswagen,1,0,1,0,11,4363.64
3448,3558,Ford Figo Diesel ZXI,Delhi,2014,66000,First,20.0,1399.0,68.05,5.0,3.47,Ford,1,0,0,1,12,5500.0
3449,3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Second,11.18,2696.0,184.0,7.0,9.5,Mahindra,1,0,1,0,13,6153.85
3450,3560,Volkswagen Vento Petrol Highline,Chennai,2011,37000,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen,0,1,0,1,15,2466.67
3451,3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,First,15.0,1598.0,103.52,5.0,6.54,Skoda,0,1,0,1,10,3505.8
3452,3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen,0,1,0,1,14,3714.29
3453,3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,First,23.65,1248.0,88.5,5.0,7.99,Maruti,1,0,0,1,11,5573.91
3454,3564,Toyota Corolla Altis G,Kolkata,2009,45000,Second,14.53,1798.0,138.1,5.0,3.3,Toyota,0,1,0,1,17,2647.06
3455,3565,Maruti Ertiga ZDI,Bangalore,2015,74000,First,20.77,1248.0,88.8,7.0,8.75,Maruti,1,0,0,1,11,6727.27
3456,3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,First,19.2,1197.0,80.0,5.0,4.19,Hyundai,0,1,1,0,13,6846.15
3457,3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,First,17.9,2143.0,136.0,5.0,30.77,Mercedes-Benz,1,0,1,0,7,1916.29
3458,3568,Honda City ZX VTEC,Jaipur,2006,95000,Second,16.9,1497.0,100.0,5.0,2.11,Honda,0,1,0,1,20,4750.0
3459,3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,First,18.15,1198.0,82.0,6.0,6.25,Mahindra,0,1,0,1,8,1987.5
3460,3570,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,First,11.5,2982.0,171.0,7.0,11.4,Toyota,1,0,0,1,15,10066.67
3461,3571,Honda City 1.5 V MT,Bangalore,2011,65000,First,17.0,1497.0,118.0,5.0,5.2,Honda,0,1,0,1,15,4333.33
3462,3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,18.53,1968.0,187.74,5.0,39.84,Audi,1,0,1,0,9,4091.56
3463,3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,First,20.0,1399.0,68.05,5.0,4.45,Ford,1,0,0,1,13,5022.08
3464,3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,First,17.9,2143.0,136.0,5.0,19.5,Mercedes-Benz,1,0,1,0,12,4333.33
3465,3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,First,15.26,1150.0,74.9,5.0,1.75,Chevrolet,0,1,0,1,19,1736.84
3466,3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,First,25.83,1498.0,99.0,5.0,5.1,Ford,1,0,0,1,10,7100.0
3467,3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,First,22.7,1582.0,126.2,5.0,6.8,Hyundai,1,0,1,0,13,5461.54
3468,3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,First,21.4,1197.0,83.1,5.0,5.74,Maruti,0,1,1,0,10,2000.0
3469,3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,First,16.1,1197.0,85.0,5.0,3.3,Maruti,0,1,0,1,16,4437.5
3470,3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,First,9.9,3498.0,271.72,4.0,32.0,Mercedes-Benz,1,0,1,0,16,1812.5
3471,3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,First,21.76,1995.0,190.0,5.0,35.0,BMW,1,0,1,0,10,2700.0
3472,3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,28.4,1248.0,73.75,5.0,8.9,Maruti,1,0,1,0,9,2111.11
3473,3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Second,17.01,1591.0,121.3,5.0,4.0,Hyundai,0,1,0,1,15,3866.67
3474,3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,17.1,1956.0,170.0,5.0,19.46,Jeep,1,0,0,1,8,5275.38
3475,3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,First,11.4,1991.0,142.0,5.0,5.25,Hyundai,1,0,1,0,17,5529.41
3476,3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,21.5,1497.0,108.5,5.0,9.22,Tata,1,0,0,1,8,612.5
3477,3588,Hyundai EON Era Plus,Jaipur,2013,70000,First,21.1,814.0,55.2,5.0,1.8,Hyundai,0,1,0,1,13,5384.62
3478,3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,First,14.69,2993.0,258.0,5.0,31.75,BMW,1,0,1,0,11,5933.27
3479,3591,Maruti Ertiga VDI,Delhi,2014,54569,First,20.77,1248.0,88.76,7.0,5.99,Maruti,1,0,0,1,12,4547.42
3480,3592,Honda Amaze E i-Vtech,Kochi,2015,51361,First,18.0,1198.0,86.7,5.0,4.94,Honda,0,1,0,1,11,4669.18
3481,3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Third,16.6,1388.0,68.0,5.0,1.5,Ford,0,1,0,1,19,6578.95
3482,3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Third,13.5,1799.0,130.0,5.0,3.25,Honda,0,1,0,1,18,3666.67
3483,3596,Maruti Ertiga ZDI,Delhi,2014,22281,First,20.77,1248.0,88.8,7.0,6.5,Maruti,1,0,0,1,12,1856.75
3484,3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,First,24.0,1120.0,70.0,5.0,3.71,Hyundai,1,0,0,1,13,4862.31
3485,3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,First,20.14,1197.0,81.86,5.0,5.0,Hyundai,0,1,0,1,8,3875.0
3486,3599,Hyundai i10 Era,Ahmedabad,2008,60000,First,19.81,1086.0,68.05,5.0,1.99,Hyundai,0,1,0,1,18,3333.33
3487,3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,First,18.0,1198.0,86.7,5.0,4.25,Honda,0,1,0,1,9,3556.22
3488,3601,Audi A6 2.7 TDI,Ahmedabad,2009,78000,First,12.4,2698.0,179.5,5.0,8.0,Audi,1,0,1,0,17,4588.24
3489,3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,First,20.36,1197.0,78.9,5.0,2.95,Hyundai,0,1,0,1,15,632.6
3490,3603,Renault KWID RXT Optional,Pune,2018,5000,First,25.17,799.0,53.3,5.0,3.5,Renault,0,1,0,1,8,625.0
3491,3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Second,15.2,1968.0,140.8,5.0,16.0,Audi,1,0,1,0,14,4285.71
3492,3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,First,22.74,796.0,47.3,5.0,2.75,Maruti,0,1,0,1,11,4545.45
3493,3606,Honda City i VTEC VX Option,Delhi,2015,53000,First,17.8,1497.0,117.3,5.0,6.95,Honda,0,1,0,1,11,4818.18
3494,3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Second,11.74,1796.0,186.0,5.0,12.5,Mercedes-Benz,0,1,1,0,15,4266.67
3495,3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,First,13.22,2967.0,241.4,5.0,36.83,Audi,1,0,1,0,9,4869.67
3496,3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,First,16.2,1199.0,74.0,5.0,2.7,Volkswagen,0,1,0,1,15,2428.73
3497,3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,First,21.38,1396.0,88.7,5.0,9.9,Hyundai,1,0,0,1,9,3888.89
3498,3611,Honda City 1.5 V MT,Kochi,2011,94832,First,17.0,1497.0,118.0,5.0,3.83,Honda,0,1,0,1,15,6322.13
3499,3612,Honda City 1.5 S MT,Coimbatore,2012,88381,First,17.0,1497.0,118.0,5.0,5.25,Honda,0,1,0,1,14,6312.93
3500,3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,First,22.7,1598.0,118.0,5.0,7.75,Maruti,1,0,0,1,10,4519.4
3501,3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Second,16.51,1586.0,103.2,5.0,2.46,Maruti,0,1,0,1,16,4125.0
3502,3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,First,23.4,1248.0,74.0,5.0,3.96,Maruti,1,0,0,1,12,3214.83
3503,3616,Maruti Ertiga ZDI,Chennai,2015,40000,First,20.77,1248.0,88.8,7.0,8.25,Maruti,1,0,0,1,11,3636.36
3504,3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,First,18.6,1197.0,81.83,5.0,7.58,Hyundai,0,1,0,1,8,2579.0
3505,3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,First,24.0,1120.0,70.0,5.0,3.99,Hyundai,1,0,0,1,12,6086.83
3506,3619,Honda City i VTEC SV,Delhi,2014,54257,First,17.4,1497.0,117.3,5.0,6.25,Honda,0,1,0,1,12,4521.42
3507,3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,First,20.5,1598.0,103.5,5.0,5.0,Skoda,1,0,0,1,13,7153.85
3508,3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Second,11.0,2987.0,198.5,5.0,4.65,Mercedes-Benz,1,0,1,0,21,4857.14
3509,3622,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,First,13.01,2199.0,194.3,7.0,21.37,Hyundai,1,0,1,0,10,2888.1
3510,3623,Maruti Alto LXi,Hyderabad,2007,52195,First,19.7,796.0,46.3,5.0,1.75,Maruti,0,1,0,1,19,2747.11
3511,3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,First,12.4,2499.0,134.0,5.0,16.09,ISUZU,1,0,0,1,8,2552.75
3512,3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,First,24.8,1396.0,88.7,5.0,4.1,Hyundai,1,0,0,1,14,2714.29
3513,3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,First,20.0,1399.0,68.0,5.0,3.56,Ford,1,0,0,1,11,8444.09
3514,3627,Honda City 1.5 S MT,Pune,2010,43000,Second,17.0,1497.0,118.0,5.0,4.21,Honda,0,1,0,1,16,2687.5
3515,3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,First,23.9,1582.0,126.2,5.0,6.6,Hyundai,1,0,0,1,11,5181.82
3516,3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,First,13.0,1591.0,121.3,5.0,14.35,Hyundai,0,1,1,0,8,4054.25
3517,3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,First,22.7,1498.0,89.84,5.0,9.5,Ford,1,0,0,1,9,3555.56
3518,3632,BMW X6 xDrive30d,Delhi,2011,59000,First,11.2,2993.0,241.0,4.0,21.9,BMW,1,0,1,0,15,3933.33
3519,3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,First,18.12,1995.0,190.0,5.0,30.45,BMW,1,0,1,0,10,7646.7
3520,3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,First,25.83,1498.0,99.0,5.0,5.1,Ford,1,0,0,1,10,10000.0
3521,3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,First,17.0,1591.0,121.3,5.0,5.44,Hyundai,0,1,1,0,13,2852.77
3522,3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,First,13.8,1399.0,68.0,5.0,1.6,Ford,1,0,0,1,16,8437.5
3523,3637,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,First,17.68,1968.0,174.33,5.0,16.67,Audi,1,0,1,0,12,4571.83
3524,3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,First,15.0,1396.0,98.6,5.0,3.85,Hyundai,0,1,1,0,14,4014.29
3525,3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,First,14.24,2755.0,174.5,7.0,10.64,Toyota,1,0,0,1,15,11267.07
3526,3641,Renault KWID RXT,Bangalore,2016,20229,First,25.17,799.0,53.3,5.0,3.5,Renault,0,1,0,1,10,2022.9
3527,3642,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Third,18.0,995.0,62.0,5.0,1.1,Chevrolet,0,1,0,1,18,3444.44
3528,3643,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Second,16.2,1599.0,103.2,5.0,2.6,Hyundai,0,1,0,1,15,3433.33
3529,3644,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,First,18.88,1995.0,184.0,5.0,18.5,BMW,1,0,1,0,14,4928.57
3530,3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,First,26.59,1248.0,74.0,5.0,7.95,Maruti,1,0,0,1,11,5679.64
3531,3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,First,25.4,1186.0,73.97,5.0,5.49,Hyundai,1,0,0,1,9,6722.22
3532,3648,Honda Jazz V CVT,Mumbai,2017,17978,First,19.0,1199.0,88.7,5.0,6.95,Honda,0,1,1,0,9,1997.56
3533,3649,Tata Indigo LS,Jaipur,2008,300000,First,17.0,1405.0,70.0,5.0,1.0,Tata,1,0,0,1,18,16666.67
3534,3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Second,17.8,1399.0,67.0,5.0,4.45,Ford,1,0,0,1,13,9461.54
3535,3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,First,25.1,1248.0,88.5,5.0,6.99,Maruti,1,0,0,1,10,4529.6
3536,3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,First,15.6,1586.0,104.68,5.0,3.51,Maruti,0,1,0,1,18,4295.83
3537,3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,First,21.4,1197.0,83.1,5.0,7.54,Maruti,0,1,1,0,8,3232.25
3538,3654,Maruti Ritz LDi,Bangalore,2016,120000,First,23.2,1248.0,73.94,5.0,3.65,Maruti,1,0,0,1,10,12000.0
3539,3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,First,19.5,1582.0,126.24,5.0,16.0,Hyundai,1,0,1,0,10,2200.0
3540,3656,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,First,16.2,995.0,62.1,5.0,1.4,Chevrolet,0,1,0,1,14,785.71
3541,3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,First,18.6,1197.0,81.83,5.0,6.45,Hyundai,0,1,0,1,9,433.33
3542,3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,First,24.4,1120.0,71.0,5.0,4.4,Hyundai,1,0,0,1,10,10609.2
3543,3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,First,19.0,1199.0,88.7,5.0,5.95,Honda,0,1,1,0,11,2454.55
3544,3660,Honda Brio S MT,Ahmedabad,2013,11000,First,19.4,1198.0,86.8,5.0,3.9,Honda,0,1,0,1,13,846.15
3545,3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,First,13.0,2143.0,201.1,5.0,35.28,Mercedes-Benz,1,0,1,0,10,3975.3
3546,3662,Tata Hexa XT,Pune,2017,39800,First,17.6,2179.0,153.86,7.0,14.25,Tata,1,0,0,1,9,4422.22
3547,3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,First,24.4,1120.0,71.0,5.0,4.5,Hyundai,1,0,0,1,9,8111.11
3548,3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,First,22.7,1498.0,89.84,5.0,7.5,Ford,1,0,0,1,11,5000.0
3549,3665,Tata Nano XTA,Coimbatore,2017,18351,First,21.9,624.0,37.48,4.0,3.41,Tata,0,1,1,0,9,2039.0
3550,3666,Honda Brio VX,Pune,2013,45000,Second,19.4,1198.0,86.8,5.0,3.25,Honda,0,1,0,1,13,3461.54
3551,3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,First,24.52,1248.0,88.5,7.0,8.3,Maruti,1,0,0,1,10,11220.0
